	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	Sulfur_id	kegg_genes_id	ko_id	kegg_hit	kegg_RBH	kegg_identity	kegg_bitScore	kegg_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_11	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	11	9242	9478	-1	C		sti:Sthe_3482		sti:Sthe_3482 ()	FALSE	0.644	103	9.41E-24								Mo-co oxidoreductase dimerisation domain [PF03404.19]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_12	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	12	9453	10337	-1	C		sti:Sthe_3482		sti:Sthe_3482 ()	FALSE	0.613	314	9.93E-93								Oxidoreductase molybdopterin binding domain [PF00174.22]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_13	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	13	10509	12761	1	A		hdh:G5B40_10945		hdh:G5B40_10945 ()	TRUE	0.551	781	1.18E-245								Protein of unknown function (DUF3604) [PF12228.11]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_14	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	14	12787	13203	-1	C		seds:AAY24_04810		seds:AAY24_04810 ()	FALSE	0.697	192	1.44E-53								Aconitase X swivel domain [PF01989.19]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_15	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	15	13203	14450	-1	A		sno:Snov_0539		sno:Snov_0539 ()	TRUE	0.748	629	1.82E-199								Aconitase X [PF04412.16]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_16	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	16	14485	15462	-1	C		miv:C4E04_16305		miv:C4E04_16305 ()	FALSE	0.636	389	4.21E-118								Tripartite tricarboxylate transporter family receptor [PF03401.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_17	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	17	15689	16222	1	C		star:G3545_08805	K13483	star:G3545_08805 (K13483) yagT; xanthine dehydrogenase YagT iron-sulfur-binding subunit	FALSE	0.852	274	5.08E-81								[2Fe-2S] binding domain [PF01799.23]; 2Fe-2S iron-sulfur cluster binding domain [PF00111.30]; 2Fe-2S iron-sulfur cluster binding domain [PF13085.9]; 2Fe-2S iron-sulfur cluster binding domain [PF13510.9]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_18	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	18	16219	17235	1	A		moc:BB934_37270	K11178	moc:BB934_37270 (K11178) yagS; xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]	TRUE	0.738	505	6.72E-158								FAD binding domain in molybdopterin dehydrogenase [PF00941.24]; CO dehydrogenase flavoprotein C-terminal domain [PF03450.20]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_19	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	19	17244	19451	1	A		aol:S58_19250	K11177	aol:S58_19250 (K11177) yagR; xanthine dehydrogenase YagR molybdenum-binding subunit [EC:1.17.1.4]	TRUE	0.629	899	6.06E-287								"Molybdopterin cofactor-binding domain [PF02738.21]; Molybdopterin cofactor-binding domain [PF20256.1]; Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain [PF01315.25]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_20	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	20	19674	20102	1	C		bfn:OI25_243		bfn:OI25_243 ()	FALSE	0.683	185	6.97E-51								Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF00903.28]; Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF13669.9]; Glyoxalase-like domain [PF18029.4]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_21	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	21	20118	21326	1	C		rhz:RHPLAN_59560	K05712	rhz:RHPLAN_59560 (K05712) mhpA; 3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127]	FALSE	0.487	364	4.01E-108								FAD binding domain [PF01494.22]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_22	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	22	21429	22403	1	A		rhz:RHPLAN_15440		rhz:RHPLAN_15440 ()	TRUE	0.7	451	1.94E-139								Tripartite tricarboxylate transporter family receptor [PF03401.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_23	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	23	22604	24742	-1	C		thim:KFB96_11350		thim:KFB96_11350 ()	FALSE	0.386	189	1.35E-45	MER0179111	S08A	MER0179111 - subfamily S8A unassigned peptidases (Geobacter uraniireducens) [S08.UPA]#S08A#{peptidase unit: 137-576}~source YP_001231349~	FALSE	0.548	106	1.16E-21	Putative Ig domain [PF05345.15]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_24	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	24	25087	25446	-1	C		mee:DA075_29925		mee:DA075_29925 ()	FALSE	0.403	84	3.25E-16								Family of unknown function (DUF6481) [PF20089.2]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_25	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	25	25552	26268	1	C		psin:CAK95_02030	K19302	psin:CAK95_02030 (K19302) bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]	FALSE	0.559	235	2.63E-66								PAP2 superfamily [PF01569.24]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_26	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	26	26453	28210	-1	A		brc:BCCGELA001_35155	K05343	brc:BCCGELA001_35155 (K05343) treS; maltose alpha-D-glucosyltransferase / alpha-amylase [EC:5.4.99.16 3.2.1.1]	TRUE	0.838	968	1.075e-313								"Alpha amylase, catalytic domain [PF00128.27]; Maltogenic Amylase, C-terminal domain [PF16657.8]"	GH13; GH13_10; GH13_14; GH13_16; GH13_17; GH13_18; GH13_1; GH13_20; GH13_21; GH13_23; GH13_29; GH13_2; GH13_30; GH13_31; GH13_32; GH13_35; GH13_36; GH13_39; GH13_3; GH13_40; GH13_41; GH13_4; GH13_6	"GH13 alpha-amylase (EC 3.2.1.1); pullulanase (EC 3.2.1.41); cyclomaltodextrin glucanotransferase (EC 2.4.1.19); cyclomaltodextrinase (EC 3.2.1.54); trehalose-6-phosphate hydrolase (EC 3.2.1.93); oligo-alpha-glucosidase (EC 3.2.1.10); maltogenic amylase (EC 3.2.1.133); neopullulanase (EC 3.2.1.135); alpha-glucosidase (EC 3.2.1.20); maltotetraose-forming alpha-amylase (EC 3.2.1.60); isoamylase (EC 3.2.1.68); glucodextranase (EC 3.2.1.70); maltohexaose-forming alpha-amylase (EC 3.2.1.98); maltotriose-forming alpha-amylase (EC 3.2.1.116); branching enzyme (EC 2.4.1.18); trehalose synthase (EC 5.4.99.16); 4-alpha-glucanotransferase (EC 2.4.1.25); maltopentaose-forming alpha-amylase (EC 3.2.1.-) ; amylosucrase (EC 2.4.1.4) ; sucrose phosphorylase (EC 2.4.1.7); malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141); isomaltulose synthase (EC 5.4.99.11); malto-oligosyltrehalose synthase (EC 5.4.99.15); amylo-alpha-1,6-glucosidase (EC 3.2.1.33); alpha-1,4-glucan: phosphate alpha-maltosyltransferase (EC 2.4.99.16); amino acid transporter; [retaining] sucrose 6(F)-phosphate phosphorylase (EC 2.4.1.329); [retaining] glucosylglycerol phosphorylase (EC 2.4.1.359); ; Glucosylglycerate phosphorylase (EC 2.4.1.352); [retaining] sucrose alpha-glucosidase (EC 3.2.1.48); oligosaccharide alpha-4-glucosyltransferase (EC 2.4.1.161); [retaining] alpha-amylase (EC 3.2.1.1);"	"2.4.1.25,2.4.1.-,3.2.1.1,3.2.1.133,3.2.1.135,3.2.1.20,3.2.1.2,3.2.1.41,3.2.1.54; 2.4.1.25,3.2.1.1,3.2.1.116; 3.2.1.1,3.2.1.141; 3.2.1.1,3.2.1.20,3.2.1.41,3.2.1.68; 5.4.99.16; 3.2.1.20,3.2.1.48; 2.4.1.329,2.4.1.352,2.4.1.359,2.4.1.7,2.4.1.-; 2.4.1.19,2.4.1.-,3.2.1.116,3.2.1.133,3.2.1.1; 3.2.1.1,3.2.1.133,3.2.1.135,3.2.1.41,3.2.1.54,3.2.1.-; 3.2.1.20; 2.4.1.-,3.2.1.10,3.2.1.20,3.2.1.28; 3.2.1.20,3.2.1.93; 2.4.99.16; 3.2.1.20; 3.2.1.10,3.2.1.1,3.2.1.20,3.2.1.21,3.2.1.70,5.4.99.11,3.2.1.-,2.4.1.161; 3.2.1.1,3.2.1.41,3.2.1.116; 3.2.1.1,3.2.1.133,3.2.1.54,3.2.1.135; 2.4.1.4,3.2.1.48; 3.2.1.10,3.2.1.20,3.2.1.70; 3.2.1.1; 3.2.1.1"	GH13_16.hmm	0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_27	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	27	28298	29920	-1	A		rhz:RHPLAN_03890		rhz:RHPLAN_03890 ()	TRUE	0.805	894	9.61E-289								Flavin containing amine oxidoreductase [PF01593.27]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_28	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	28	30020	30997	1	A		rhz:RHPLAN_08460		rhz:RHPLAN_08460 ()	TRUE	0.626	384	1.83E-116								Tripartite tricarboxylate transporter family receptor [PF03401.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_29	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	29	31356	31670	-1	C		bgq:X265_11825		bgq:X265_11825 ()	FALSE	0.688	118	1.91E-28								"Cytochrome C oxidase, cbb3-type, subunit III [PF13442.9]"					1
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_30	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	30	31686	32519	-1	C		bvr:BVIR_2713		bvr:BVIR_2713 ()	FALSE	0.486	250	8.55E-71								Universal stress protein family [PF00582.29]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_31	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	31	33049	33402	-1	E																					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_32	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	32	33451	34608	-1	A		miv:C4E04_00605	K00368	miv:C4E04_00605 (K00368) nirK; nitrite reductase (NO-forming) [EC:1.7.2.1]	TRUE	0.682	523	2.04E-163								"Multicopper oxidase [PF07732.18]; Copper binding proteins, plastocyanin/azurin family [PF00127.23]; Cupredoxin-like domain [PF13473.9]; Multicopper oxidase [PF07731.17]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_33	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	33	35255	35656	1	C		rhz:RHPLAN_08470		rhz:RHPLAN_08470 ()	FALSE	0.711	187	9.50E-52													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_34	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	34	35661	36062	-1	C		rhz:RHPLAN_68280	K11477	rhz:RHPLAN_68280 (K11477) glcG; glc operon protein GlcG	FALSE	0.723	196	4.85E-55								Haem degrading protein HbpS-like [PF03928.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_35	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	35	36209	37174	1	C		rpb:RPB_3105	K14333	"rpb:RPB_3105 (K14333) DHBD; 2,3-dihydroxybenzoate decarboxylase [EC:4.1.1.46]"	FALSE	0.27	123	8.75E-27								Amidohydrolase [PF04909.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_36	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	36	37322	38566	1	A		byi:BYI23_C002800	K22270	byi:BYI23_C002800 (K22270) nagX; 3-hydroxybenzoate 6-monooxygenase [EC:1.14.13.24]	TRUE	0.652	494	6.70E-153								FAD binding domain [PF01494.22]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_37	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	37	38602	39321	1	C		rhz:RHPLAN_08450		rhz:RHPLAN_08450 ()	FALSE	0.664	314	9.16E-94								Class II Aldolase and Adducin N-terminal domain [PF00596.24]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_38	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	38	39379	40344	1	C		rhz:RHPLAN_62380		rhz:RHPLAN_62380 ()	FALSE	0.549	336	9.60E-100								Tripartite tricarboxylate transporter family receptor [PF03401.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_39	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	39	40518	42941	1	A		psin:CAK95_06945	K00163	psin:CAK95_06945 (K00163) aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]	TRUE	0.818	1344	0								"Pyruvate dehydrogenase E1 component middle domain [PF17831.4]; Transketolase, thiamine diphosphate binding domain [PF00456.24]; 1-deoxy-D-xylulose-5-phosphate synthase [PF13292.9]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_40	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	40	43285	43815	1	C		rhz:RHPLAN_28750		rhz:RHPLAN_28750 ()	FALSE	0.522	167	4.55E-44								Lipocalin-like domain [PF13924.9]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_41	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	41	43924	44436	1	C		pse:NH8B_2016		pse:NH8B_2016 ()	FALSE	0.506	149	5.05E-38								Lipocalin-like domain [PF13924.9]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_42	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	42	44748	45248	1	C		hni:W911_11490		hni:W911_11490 ()	FALSE	0.67	221	7.01E-63								Protein of unknown function (DUF421) [PF04239.15]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_43	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	43	45332	47011	1	A		psin:CAK95_15755		psin:CAK95_15755 ()	TRUE	0.634	675	1.03E-212								FAD binding domain [PF01494.22]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_44	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	44	47190	48419	1	A		bra:BRADO3594	K00643	"bra:BRADO3594 (K00643) E2.3.1.37, ALAS; 5-aminolevulinate synthase [EC:2.3.1.37]"	TRUE	0.861	730	1.88E-234	MER0501945	U32	MER0501945 - family U32 unassigned peptidases (Chthonomonas calidirosea) [U32.UPW]#U32#{peptidase unit: 148-232}~source YP_008089209~	FALSE	0.401	62	1.10E-08	Aminotransferase class-V [PF00266.22]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_45	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	45	48422	49537	-1	A		rhz:RHPLAN_63530	"K07120,K07120"	rhz:RHPLAN_63530 (K07120) K07120; uncharacterized protein	TRUE	0.536	357	3.26E-106								Transition state regulatory protein AbrB [PF05145.15]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_46	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	46	49583	50026	-1	C		bic:LMTR13_18060	K03282	bic:LMTR13_18060 (K03282) mscL; large conductance mechanosensitive channel	FALSE	0.727	199	1.02E-55								"Large-conductance mechanosensitive channel, MscL [PF01741.21]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_47	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	47	50139	53660	1	A		bra:BRADO6673		bra:BRADO6673 ()	TRUE	0.61	1392	0								"PAS fold [PF12860.10]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; Sodium:solute symporter family [PF00474.20]; His Kinase A (phospho-acceptor) domain [PF00512.28]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_48	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	48	53881	54555	-1	C		psin:CAK95_05555		psin:CAK95_05555 ()	FALSE	0.766	337	3.93E-102								"Response regulator receiver domain [PF00072.27]; Bacterial regulatory proteins, luxR family [PF00196.22]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_49	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	49	54654	55115	-1	C		rhz:RHPLAN_63610		rhz:RHPLAN_63610 ()	FALSE	0.722	224	4.25E-64								Uncharacterised protein family UPF0047 [PF01894.20]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_50	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	50	55127	55597	-1	C		psin:CAK95_05545		psin:CAK95_05545 ()	FALSE	0.538	145	8.96E-37													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_51	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	51	55647	56303	-1	C		rhz:RHPLAN_17580		rhz:RHPLAN_17580 ()	FALSE	0.634	265	3.32E-77								Tetratricopeptide repeat [PF13429.9]; Tetratricopeptide repeat [PF13432.9]; Tetratricopeptide repeat [PF13371.9]; Tetratricopeptide repeat [PF14559.9]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_52	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	52	56770	57957	1	A		psin:CAK95_10000	K01999	psin:CAK95_10000 (K01999) livK; branched-chain amino acid transport system substrate-binding protein	TRUE	0.725	568	8.37E-179								Periplasmic binding protein [PF13458.9]; Periplasmic binding protein domain [PF13433.9]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_53	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	53	57991	58857	1	A		psin:CAK95_09990	K01997	psin:CAK95_09990 (K01997) livH; branched-chain amino acid transport system permease protein	TRUE	0.678	382	1.76E-116								Branched-chain amino acid transport system / permease component [PF02653.19]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_54	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	54	58854	59846	1	A		rhz:RHPLAN_46040	K01998	rhz:RHPLAN_46040 (K01998) livM; branched-chain amino acid transport system permease protein	TRUE	0.675	441	4.82E-136								Branched-chain amino acid transport system / permease component [PF02653.19]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_55	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	55	59843	60613	1	A		psin:CAK95_09980	K01995	psin:CAK95_09980 (K01995) livG; branched-chain amino acid transport system ATP-binding protein	TRUE	0.723	364	6.04E-111								ABC transporter [PF00005.30]; Branched-chain amino acid ATP-binding cassette transporter [PF12399.11]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_56	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	56	60606	61334	1	C		rhz:RHPLAN_46060	K01996	rhz:RHPLAN_46060 (K01996) livF; branched-chain amino acid transport system ATP-binding protein	FALSE	0.739	355	8.47E-108								ABC transporter [PF00005.30]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_57	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	57	61361	62236	-1	A		psin:CAK95_09970		psin:CAK95_09970 ()	TRUE	0.765	450	6.04E-140								NMT1/THI5 like [PF09084.14]; NMT1-like family [PF13379.9]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_58	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	58	62572	63276	1	C		psin:CAK95_09160	K09748	psin:CAK95_09160 (K09748) rimP; ribosome maturation factor RimP	FALSE	0.741	277	5.29E-81								RimP N-terminal domain [PF02576.20]; RimP C-terminal SH3 domain [PF17384.5]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_59	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	59	63266	64876	1	A		psin:CAK95_09155	K02600	psin:CAK95_09155 (K02600) nusA; transcription termination/antitermination protein NusA	TRUE	0.823	877	4.42E-283								NusA N-terminal domain [PF08529.14]; NusA-like KH domain [PF13184.9]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_60	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	60	64897	65574	1	C		rhz:RHPLAN_01100	K07742	rhz:RHPLAN_01100 (K07742) ylxR; uncharacterized protein	FALSE	0.551	230	6.64E-65								Protein of unknown function (DUF448) [PF04296.16]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_61	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	61	65583	68180	1	A		psin:CAK95_09145	K02519	"psin:CAK95_09145 (K02519) infB, MTIF2; translation initiation factor IF-2"	TRUE	0.69	1198	0								"Translation-initiation factor 2 [PF11987.11]; Elongation factor Tu GTP binding domain [PF00009.30]; ADP-ribosylation factor family [PF00025.24]; Translation initiation factor IF-2, N-terminal region [PF04760.18]; Bacterial translation initiation factor IF-2 associated region [PF08364.14]; 50S ribosome-binding GTPase [PF01926.26]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_62	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	62	68329	68751	1	C		rhz:RHPLAN_01120	K02834	rhz:RHPLAN_01120 (K02834) rbfA; ribosome-binding factor A	FALSE	0.739	192	1.58E-53								Ribosome-binding factor A [PF02033.21]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_63	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	63	68748	69842	1	A		rhz:RHPLAN_01130	K03177	"rhz:RHPLAN_01130 (K03177) truB, PUS4, TRUB1; tRNA pseudouridine55 synthase [EC:5.4.99.25]"	TRUE	0.755	497	1.16E-154								"TruB family pseudouridylate synthase (N terminal domain) [PF01509.21]; tRNA pseudouridylate synthase B C-terminal domain [PF16198.8]; Pseudouridine synthase II TruB, C-terminal [PF09157.14]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_64	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	64	69845	70114	1	C		vgo:GJW-30_1_02381	K02956	"vgo:GJW-30_1_02381 (K02956) RP-S15, MRPS15, rpsO; small subunit ribosomal protein S15"	FALSE	0.827	154	2.91E-41								Ribosomal protein S15 [PF00312.25]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_65	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	65	70355	72520	1	A		rhz:RHPLAN_01150	K00962	"rhz:RHPLAN_01150 (K00962) pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]"	TRUE	0.785	1156	0								"3' exoribonuclease family, domain 1 [PF01138.24]; Polyribonucleotide nucleotidyltransferase, RNA binding domain [PF03726.17]; S1 RNA binding domain [PF00575.26]; 3' exoribonuclease family, domain 2 [PF03725.18]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_66	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	66	72771	73127	1	C		rhz:RHPLAN_63630	K02116	rhz:RHPLAN_63630 (K02116) atpI; ATP synthase protein I	FALSE	0.596	136	3.28E-34								Putative F0F1-ATPase subunit Ca2+/Mg2+ transporter [PF09527.13]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_67	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	67	73178	73927	1	A		rpt:Rpal_0914	K02108	"rpt:Rpal_0914 (K02108) ATPF0A, atpB; F-type H+-transporting ATPase subunit a"	TRUE	0.732	367	6.66E-112								ATP synthase A chain [PF00119.23]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_68	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	68	73968	74195	1	C		rhz:RHPLAN_63650	K02110	"rhz:RHPLAN_63650 (K02110) ATPF0C, atpE; F-type H+-transporting ATPase subunit c"	FALSE	0.872	138	4.60E-36													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_69	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	69	74221	74757	1	C		rhz:RHPLAN_63660	K02109	"rhz:RHPLAN_63660 (K02109) ATPF0B, atpF; F-type H+-transporting ATPase subunit b"	FALSE	0.526	179	5.34E-48								ATP synthase B/B' CF(0) [PF00430.21]; Plant ATP synthase F0 [PF02326.18]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_4668094_70	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_4668094	70	74770	75255	1	C		rpc:RPC_4813	K02109	"rpc:RPC_4813 (K02109) ATPF0B, atpF; F-type H+-transporting ATPase subunit b"	FALSE	0.569	175	4.36E-47								ATP synthase B/B' CF(0) [PF00430.21]					0
